title,company,city,salary,experience,education,tags,job_description,salary_low,salary_high,avg_salary_k,0-10k,10k-15k,15k-20k,20k-25k,25k+
Python开发工程师,北京世纪互联软件开发有限公司,北京,8000-15000元,1-3年,本科,"自然语言处理, 图像算法, 音视频算法, 人工神经网络, , , , , , , ","岗位描述
1. 参与python项目的开发工作
2. 参与人工智能模型开发与训练工作
岗位要求
1. 熟悉软件项目的开发、测试和部署流程
2. 熟练使用python语言，熟悉常用的第三方库
3. 熟悉主流的数据库操作
4. 了解常用的人工智能技术与框架，对常见的机器学习和深度学习算法有所理解
5. 具有语音、图像或自然语言任一方面的项目经验为佳
加分项
1. 能够独立阅读英文文献
2. 能够独立复现论文中的模型
任职资格
1. 35岁以下，统招本科及以上学历，计算机、自动化、数据科学、人工智能相关专业，欢迎优秀的应届毕业生
2. 有良好的职业操守，品行优秀，综合素质高
3. 具备较强的项目管理能力和工作规划能力，有团队合作精神
4. 具有在图像识别或自然语言处理等领域的实际项目经验优先",8.0,15.0,11.5,0.2857,0.7143,0.0,0.0,0.0
Java/C++/测试/python,外企德科数字技术有限公司,北京,1.2-2.3万·14薪,1-3年,本科,"功能测试, 系统测试, Javascript, Python, Postman, ","1、至少精通一门编程语言：C/C++/Java/Python/go，熟悉数据结构和常用算法；
2、具备良好的计算机、软件工程领域知识.
地域：北京/上海/杭州/深圳//西安/南京/武汉/成都/东莞
学历要求：本科一本以上，优先985/211（南邮/重邮/杭电）
工作经验:不限
年龄:35岁以下",12.0,23.0,17.5,0.0,0.2727,0.4545,0.2727,0.0
大厂大模型图片测评-python,位来小猎(宁波)信息技术有限公司,北京,9000-13000元,1-3年,本科,图像标注,"岗位职责：
1、主要负责文生图方向大模型相关的评测及评测结果分析。牵引协同团队高质量完成日常数据打分/质检、结果统计与整理等工作。
2、参与设计测试数据集，涵盖多个关键维度，以确保其在各种情况下的稳定性和可用性，并且善用评测手段及客观数据对模型效果问题进行拆解、分析，定位到根源，协同业务方推动评测标准优化。
3、负责评估数据的收集、整理和分析流程，确保评估数据的可用性和执行度，为评估体系的持续改进提供数据支持。
4、持续观测行业发展动态，结合用户、产品调性有针对性研究方向，持续补充业务盲点，跟进行业最新技术动态，探索内容质量评估的前沿方向。
任职要求：

1、计算机相关专业或1年以上相关经验，掌握Python基础语法及常用库（如requests）；熟练使用Postman进行接口测试，能独立完成接口调试、自动化测试脚本编写。
2、本科及以上学历，有视觉生成模型标注、运营或大模型评测1年以上相关工作经验者优先。
美学/设计方向
1、设计、摄影、影视制作等视觉艺术类专业
2、做事严谨、细致、认真，对标准能做到深入理解和执行。
3、本科及以上学历，有视觉生成模型标注、运营或大模型评测1年以上相关工作经验者优先。",9.0,13.0,11.0,0.25,0.75,0.0,0.0,0.0
量化研究（python）,世坤咨询(北京)有限公司,北京,2-4万,经验不限,学历不限,"Python, 算法, 量化研究","公司简介：
WorldQuant是一家全球性的量化资产管理公司，拥有超过70亿美元的资产管理规模。这家公司由Igor Tulchinsky在2007年创办，他坚信人才遍布全球，机遇一缘难求。目前WorldQuant在全球范围内设有26个办公室，拥有超过1000名员工，致力于在全球市场中针对各类资产开展投资策略。BRAIN平台与长期兼职开放
职位描述
1.【工作内容】WorldQuant BRAIN Consultant 数据特征兼职, 通过Python脚本运行模型，利用平台提供的数据、算力和API框架进行数据挖掘。平台提供免费培训，无需坐班随时随地都可完成，不影响正职工作。平台地址: https://platform.worldquantbrain.com
2.【任职资格】通过测试和简历审核后，提供完全免费线上和线下培训，无需担心没有量化金融背景，要求Python基础、有数据相关经验加分。完成培训提供证书，签署正式兼职合同，具有法律效力，付款有保障，不影响正职工作。具有较强的自学能力，有好奇心（非常重要）。喜欢接触和学习新的领域。如您当前在金融机构任职则不符合资格。
3.【薪资待遇】多劳多得，无最低提交要求。根据提交的数据挖掘数量和质量获得报酬。根据个人评级、提交数量质量和在岗时长等因素，每日获得津贴1-120美元不等。季度奖金根据个人评级、活跃天数等因素在100|200|2000|8000|25000美元不等。
4.【全职机会】根据个人评级和平台内表现，提供25年实习和全职的面试机会
5.【培训安排】
-线上基础免费培训：4月17日-28日，线上直播；每周一、周四，20:30-21:30
-线下小班进阶免费培训：待定
-线下培训城市（视届时人数情况暂定）：北京、上海、广州 等城市
6. 【申请方式】：在线投递简历即可",20.0,40.0,30.0,0.0,0.0,0.0,0.25,0.75
软件开发工程师（Java/C++/C测试/python/JS/）,外企德科数字技术有限公司,北京,1.5-3万·14薪,经验不限,本科,,"工作岗位：
1.负责产品软件设计和交付，包括软件开发、大规模并行化软件设计、多线程多任务的动态调度，动态内存管理等软件关键技术研究；
2.负责软件研发及商用过程中的功能、性能、可靠性等问题的定位解决；
3.负责软件新技术的预研和产品实现，提升产品优势；
4.对外洞察学术界、工业界新方向，通过机器学习、Tensor、大数据等行业新技术的探索，研究在通信、产品化的应用，持续创新，孵化新技术，为产品创造核心价值；
业务技能要求：
1.热爱编程，基础扎实，熟悉掌握但不限于C/C++/Python/JAVA等编程语言中的一种或数种，有良好的编程习惯；
2.具备独立工作能力和解决问题的能力、善于沟通，乐于合作，热衷新技术，善于总结分享，喜欢动手实践；
3.对数据结构、算法有一定了解，有无线通信领域工作经验者优先；
工作地点：
北京、上海、深圳、成都、武汉、西安、杭州、南京、东莞、苏州均有岗位",15.0,30.0,22.5,0.0,0.0,0.3333,0.3333,0.3333
Python开发工程师,北京金电恒通科技有限公司,北京,1-1.4万,1-3年,本科,"Django, Flask, PostgreSQL, MySQL, HTML/CSS/JS","岗位职责:
1. 负责对话式大模型产品的数据闭环系统研发，加速提升产品效果
2. 负责设计和开发智能Agent，支持多种人工智能算法的集成和部署，保证产品体验；
2. 根据项目需求，开发和维护Python服务框架，并进行相关系统的测试、安装部署、性能调优和技术支持。
3. 持日常业务分析、算法工程化，提升团队效率
任职资格:
1. 统招本科及以上学历，计算机科学或相关专业，具有扎实的编程基础。
2. 至少2-4年以上使用Python进行实际项目开发的经验，熟悉Python多线程应用开发。
3. 熟练掌握Django、Flask等主流Python开发框架，了解异步编程模型如asyncio。
4. 拥有数据库应用开发经验，熟练使用MySQL、PostgreSQL等关系型数据库，了解NoSQL数据库如MongoDB。
5. 了解Linux操作系统，能够编写Shell脚本以完成日常任务。
6. 具备良好的学习能力、团队合作精神及沟通技巧，能够在压力下有效工作。
7. 对于有机器学习、深度学习领域知识者优先考虑。
8. 具有Agent系统和人工智能领域的工作经验；
加分项:
1. 有数据挖掘背景，熟悉主流机器学习算法者优先
2. 使用Python编写自动化工具辅助爬虫项目，负责制定爬虫算法方案并实施。
3. 有运维系统软件或资产管理软件开发经验。
4. 掌握前端技术栈，包括但不限于HTML/CSS/JS，以及React/Vue.js等框架。",10.0,14.0,12.0,0.0,1.0,0.0,0.0,0.0
Python开发工程师-算法,北京四方上行软件技术有限公司,北京,1.2-1.7万,3-5年,本科,,"1、计算机、应用数学、人工智能相关专业。
2、熟练掌握Python语言。
3、对计算机算法、数学建模有一定的了解，算法要求熟练掌握。
4、对机器学习、深度学习、神经网络有一定的了解。
5、对大模型生态有一定的了解。
6、要求本科一本以上。",12.0,17.0,14.5,0.0,0.6,0.4,0.0,0.0
JAVA/C/C++/Python/JS/前端/后端/测试（双休/五险一金/多地有岗）,外企德科数字技术有限公司,北京,1.6-3万·16薪,经验不限,本科,"Python, C++, C#","在这里，你将从事IT应用层软件、分布式云化软件、互联网软件等的设计开发，可以采用敏捷、Devops、开源等先进的软件设计开发模式，接触最前沿的产品和软件技术，成为大容量高并发技术的专家；你将参与华为产品的软件研发工作，包括但不限于：
（1）完成从客户需求到软件产品定义、架构设计、开发实现、再到上线运营维护等产品生命周期中的各个环节；
（2）创造性解决产品在实现过程中的技术难题，应用前沿技术提升产品的核心竞争力，如分布式系统、性能调优、可靠性、数据库等；
（3）有机会参与业界前沿技术研究和规划，参与开源社区运作，与全球专家一起工作、交流，构建华为在业界影响力。
岗位要求：
1、热爱编程，基础扎实，熟悉掌握但不限于
JAVA/C++/C/Python/JS/HTML/GO等编程语言中的一种或数种，有良好的编程习惯
2、具备独立工作能力和解决问题的能力、善于沟通，乐于合作，热衷新技术，善于总结分享，喜欢动手实践；
3、对数据结构、算法有一定了解；",16.0,30.0,23.0,0.0,0.0,0.2857,0.3571,0.3571
python开发工程师,佳能创新科技(北京)有限公司,北京,1.5-2万,3-5年,本科,"Sql, Python, Django, Flask, MySQL, PostgreSQL, , , ","工作职责描述
1、根据客户需求开发需求规格说明书；
2、根据项目需求设计解决方案；
3、负责项目的技术开发工作；
4、协助制定计划并确保项目按照计划进行；
技术要求
1、精通Python语言，熟练使用Python标准库和流行的第三方库；
2、熟悉Django或Flask等Python Web框架；
3、熟悉SQL语言，熟悉MySQL或PostgreSQL数据库；
4、熟悉ElasticSearch或AI大模型；
5、对云计算平台（如AWS, Azure, 阿里云）、容器化技术（如Docker, Kubernetes）有一定了解者优先。
其他要求：
1、本科及以上学历，计算机及其相关专业，英语四级以上，三年以上开发经验；
求
2、具有快速学习新技术的能力，以及解决问题的能力
3、具有良好的沟通能力及团队合作精神
4、有日语读写能力者优先。",15.0,20.0,17.5,0.0,0.0,1.0,0.0,0.0
python高级研发工程师,北京星宇辰科技有限公司,北京,1.1-2万·15薪,3-5年,大专,"Django, Flask, Golang, PHP, Scrapy, MongoDB, , , ","一、任职要求
1、有三年以上Python开发工作经验，能熟练掌握Python开发语言，并熟练掌握JavaScript、Ajax、jQuery、HTML5、CSS3、Vue等前端开发语言，熟悉并掌握Django、Flask等web框架并进行MVT模式开发,能对开发项目进行自动化测试、性能优化及部署上线；熟悉HTTP、TCP、UDP、WebSocket通讯协议、多线程、多进程通讯。
2、熟练掌握Mysql/Mariadb、Postgresql、Sqlserver、Sqllite等关系型数据库，Sql语法性能调优；熟悉Redis、Mongodb等非关系型数据库。
3、熟悉Java/C++/C其中任意一门编程语言，熟悉Linux开发环境，有良好的代码质量和风格，有独立部署项目、排查问题能力。
4、熟悉Tensorflow、Keras等深度学习框架和工具，使用深度学习技术解决过一个实际问题（文本分类、实体识别、图像识别、场景识别等等）者优先。
5、拥有分布式处理经验、高并发处理经验、微服务架构开发经验者优先；有机器学习、深度学习等相关项目实际经验，或在知名数据挖掘比赛中取得领先名次者优先; 有丰富的互联网项目集成、开发、管理经验，有大项目经验及有深厚的软件技术能力或系统集成功底者优先,具有较强的技术文献收集能力、熟练的英文文献阅读能力者优先.
二、岗位职责
1、与客户沟通，并根据客户需求列出功能清单，撰写需求说明书。
2、根据需求说明书完成原型图设计，实现技术方案评审、技术系统的架构设计、系统分析、平台功能开发和性能优化等各项任务。
3、依据功能规格书完成数据库建模、程序开发与测试，开发过程中能解决项目中的关键问题和技术难题，对技术框架进行总体把控，并负责平台各类安全问题的解决。
4、对项目开发流程、项目质量和项目开发进度的规划、控制、监督和管理。
5、对项目进行调试和性能等专项测试，并完成项目的部署上线",11.0,20.0,15.5,0.0,0.4444,0.5556,0.0,0.0
Java/C/C++/Python/GO语言开发，软/硬件数据开发/测试,外企德科数字技术有限公司,北京,1.8-3.5万·16薪,经验不限,本科,"Python, C++, C, Golang, Java, 开发，测试，算法，数据开发","就业方向：软/硬件通用语言开发，测试（嵌入式，软件测试，硬件测试），数据分析，数据开发，算法，大数据开发等
岗位要求
1.计算机、电子、通信专业相关专业的本科及以上学历；
2.精通其中一种主流开发语言，代码风格规范严谨，软件质量稳定可靠；
3.与团队成员紧密协作，进行有效的沟通和协调，共同推进项目进展。负责软件系统的部署和维护工作，及时解决系统运行过程中出现的问题。
--工作地点：全国范围的HW研究所

1. 在这里，你能尽情发挥技术才能，参与各类创新项目，见证软件从无到有的奇妙历程。
2. 成为软件开发工程师，在充满挑战与机遇的环境中，用代码创造无限可能，实现自我价值。
3.参与业界前沿技术研究和规划，与全球专家一起工作、交流，构建HW在业界影响力",18.0,35.0,26.5,0.0,0.0,0.1176,0.2941,0.5882
Python后台开发,文信博易(北京)科技有限公司,北京,1.8-3万·13薪,5-10年,本科,"Python, PADDLE, TensorFlow, pytorch","岗位职责：
1、人工智能算法代码适配（CNN、CV、NLP）；
2、人工智能产品工程代码研发；
3、人工智能类功能迭代、算法优化；
任职条件：
1、数学或计算机相关专业统招本科及以上学历
2、熟悉深度学习框架,如Paddle、TensorFlow、PyTorch等进行模型训练和部署；
3、熟悉机器视觉和图像处理算法；
4、熟练掌Python编程语言；
5、掌握深度学习几大常用算法或其改进版（CNN，LSTM，RBM等）；
6、熟练使用Python和主流Web框架（Flask/Django等）进行开发工作；
7、熟悉Linux环境下的开发和调试 ；
8、熟悉Docker容器化部署。",18.0,30.0,24.0,0.0,0.0,0.1667,0.4167,0.4167
"python开发(统本,web开发要会django)",北京青钱信息技术有限公司,北京,1.3-1.4万,3-5年,本科,"Python, Django, MySQL, Oracle","任职要求：
1.本科及以上学历；
2.有深度学习基础，具备LLM应用开发经验，熟悉主流的LLM模型与开源框架如langchain，了解Agent与RAG相关前言框架与应用
3.使用过MaxKB、Dify等LLM应用平台，了解其具体原理，并可以进行功能扩展。
4.精通python后端开发技术（如FastAPI、Django），有良好的算法和数据结构基础。
5.熟悉常用的ES、MongoDb、Kafka等系统常用组件，了解协程、缓存、消息队列的概念。
6.掌握Docker、Kubernetes，具备容器化部署能力
7.熟悉前端开发技术，有基于VUE开发的经验。
8.工作积极主动，有责任心，沟通能力、执行力、抗压能力强。
岗位职责：
参与内部系统以及工具研发。",13.0,14.0,13.5,0.0,1.0,0.0,0.0,0.0
Python【双休、年终奖、线上面试】,外企德科数字技术有限公司,北京,1.8-3.5万,经验不限,本科,"Java, C++, JavaScript, Flask, MySQL, Oracle, Redis","Java、Python、C、C++、Go等，多个业务线多岗位招聘，线上面试，欢迎投递~
【岗位要求】：
1、统招本科及以上学历，计算机相关专业，双证齐全；
2、掌握C/C++/Java/python/Go/web前端开发一种或多种编程语言，具备良好的代码风格和编程习惯，熟悉常用的设计模式；
3、对基本数据结构和算法有一定了解，熟练使用开发工具；
4、具备良好的沟通能力和团队合作精神；
5、扎实的计算机基础，具备优秀的学习能力和逻辑思维能力，能够快速接受和掌握新技术。",18.0,35.0,26.5,0.0,0.0,0.1176,0.2941,0.5882
中级python开发工程师,中科软科技股份有限公司,北京,1.1-1.4万,3-5年,大专,"Django, MySQL","学历要求：
学信网可查统招专科及以上学历，计算机相关专业。
岗位职责：
1.负责信息系统项目的系统设计工作
2.参与信息系统项目的系统开发工作
3.参与信息系统项目的需求讨论、分析工作
4.完成其他甲方交办任务
技能要求：
基本技能：
1.本科学历，计算机相关专业，工作3年以上
2.精通Python开发，熟悉基于Python代码的性能分析和优化；
3.精通Flask/Django或者其他Python Web开发框架，熟悉MVC架构，熟悉常用设计模式；
4.熟练使用mysql，熟悉mysql的各种存储引擎，熟悉索引工作原理；
5.熟悉celery等队列工具的开发使用；
6.熟悉Web前端技能，有vue使用经验者优先；
7. 熟悉Linux系统，具备编写shell脚本能力；
8. 熟悉网络基础、TCP/IP、HTTP等协议，熟悉操作系统原理。
核心要求：
1.有一定的Flask项目开发经验
优先：有python工程化的信创改造经验及一定的机器学习和深度学习的知识储备和项目实践",11.0,14.0,12.5,0.0,1.0,0.0,0.0,0.0
Python开发工程师,中电信智能网络科技有限公司,北京,1.2-1.9万,5-10年,本科,Python,"岗位职责及要求
1.设计方面，深入理解项目业务需求，参与系统概要设计和详细设计，确保技术方案满足业务需求;
2.使用Python语言进行高质量的编码实现，
3.质里管控，参与单元测试、集成测试，确保代码的正确性和系统的稳定性;
4.运维支撑，为运营和运维团队提供技术支持，解决线上问题;参与性能监控和故障排查，确保系统的稳定运行;
5.完成上级交办的其他工作。
资格要求
1.5年以上开发经验，基本功扎实，熟悉python，熟悉了解常见的类库，例如：numpy、pandas、matplotlib等;
2.熟悉Redis、RabbitMg、RocketMg等PaaS组件，熟悉HTTP协议与RESTfu1架构风格，熟悉微服务架构;熟悉至少种关系型数据库和至少一种非关系型数据库
3.熟悉linux操作系统，且熟悉mysql、redis等数据库;
4.会使用python实现异步，并发，线程池等编程:
5、熟练使用并深入理解常用Web开发框架和Web服务器，如nginx,flask或django等。
6、具备编写相关设计方案、测试方案能力。
7、具有优秀的团队合作和沟通能力，善于学习，乐于分享，责任心强。
8、熟悉了解大语言模型，langchain，向量模型，stable diffusion等机器学习算法和神经网络算法优先。
9、会使用gradio、fastapi、transformers、pytorch等类库，并愿意学习新技术的优先。
10、有人工智能/大数据分析相关项目数据预处理、标定和算法优化经验优先。
10.善于沟通，有团队合作意识，有较强的分析问题、解决问题的能力;
11.学历要求统招本科以上。
特别说明：该岗位和第三方单位签劳动合同",12.0,19.0,15.5,0.0,0.4286,0.5714,0.0,0.0
